Text,Label
در ضمن ، برای محافظت از این صفحه ی نمایش ، از شیشه ی استفاده شده است .,0
این موضوع در اینده مشخص خواهد شد اما احتما برد ایسوس بیشتره .,0
یک حلقه به دور بشکه ی لنز وجود دارد که می توانید با چرخاندن آن عمل زوم را انجام دهید .,0
در کل ازش راضیم تا وقتی که سرو کارم به سازگار افتاد با خدمات ضعیفش .,0
حتما یکی بخرید .,0
موفق باشین,0
یکی از مشکلاتی که من رو پس از خرید این دستگاه خیلی آزار داد مربوط بود به کپی خور کردن این دستگاه .,-1
دیگه حتی نیازی به مقایسه این گوشی با گوشیای دیگه نیست چون هم رده ای هم نداره .,1
صفحه نمایش عالی بخصوص واسه من که وکتاب زیاد میخونم .,2
تلویزیون هوشمند سامسونگ شما به دلیل دارا بودن دقت تصویری دو برابر تلویزیون های اچ دی معمولی ، تجربه دیداری شگرفی می آفریند که شما را از مرز صفحه تلویزیون فراتر برده و در تصاویر نفس گیر خود غوطه ور خواهد ساخت .,1
بالای لنز میکروفون تایی وجود دارد که اگر میکروفون استریو با جایگیری مناسب وجود داشت و کنترل های بیشتری برای آن قرار داده میشد کارایی بیشتری داشت .,0
در این مورد هیچ تغییری را در گوشی جدید خود اعمال ننموده است .,0
گوشی فوق العاده ایه .,2
پس گوشی های سامسونگ از دور رقابت خارج میشن .,0
یه فرق دیگه با و داره که لرزش گیر دستش دو جهتست ولی برای اونا سه جهتست ولی واقعا دوربین بسیار خوبیه .,2
در ضمن ، با وجود پشتیبانی این تبلت از سیم کارت ، می توانید با آن مکالمه و ارسال را نیز انجام دهید که مزیت بسیار بزرگیست .,1
در شرایط نوری خوب ، ویدیوها کاملا طبیعی به نظر می رسند و هیچ گونه غلظت اضافی رنگ وجود ندارد .,0
از خریدم راضیم .,1
من ماه پیش از دیجی کالا خریدم .,0
این دوربین به تکنولوژی های پیش رفته ای مجهز شده و می توان آن را از جدیدترین ها به شمار آورد .,2
حدود ماه پیش پسر داییم میخواست اولین گوشی هوشمندشو بخره و تمایل زیادی به خریدن برند سامسونگ داشت .,0
برای همین است که بهترین کمپانی های بازی ساز مانند بهترین بازی های خودشو اول برای سیستم عامل می زنه بعد واسه .,0
اپل همیشه بهترین کیفیت رو داره,1
رابط کاربری دستگاه اما بسیار شبیه به رابط کاربری موجود بر روی گوشی ها و تبلت های سطح بالای سامسونگ است که یکی از بهترین رابط کاربری های موجود بر روی گجت هاست .,1
از هر نظر درصد عالیست .,2
منم این هارد رو دوشنبه سفارش دادم و چهارشنبه رسید دستم .,0
فقط فوجیتسو قالب آن را منطبق بر طراحی بدنه تغییر داده است که انصافا تغییر بسیار زیبا و مفیدی بوده است .,2
ولی یک چیز را در نظر داشته باشید در ضبط تصاویر بی نظیر وید ویی و خلق تصاویر همیشه ماهرانه و مثال زدنی بوده است .,2
تفاوتی که شاید تاثیر چشم گیری در کیفیت تصاویر ثبت شده ایجاد نمی کند .,0
لنزی که بر روی استفاده شده دقیقا همانی است که بر روی مدل پیشین هم وجود داشت .,0
همه چیش عالیه .,2
در پشت این لنز نیز سنسور تصویر مگاپیکسلی دوربین قرار گرفته که هرچند از نوع است ولی رزولوشن بالایی را ارا ه می دهد و در شرایط نوری خوب می توانید عکس هایی بسیار با کیفیت را با آن تهیه کنید .,2
نکات ضعف زاویه ی دید از طرفین صفحه نمایش می توانست بهتر باشد عدم پشتیبانی از شماره گیری هوشمند عملکرد صدای بلندگوی گوشی زیر حد میانگین می باشد عدم پشتیبانی از عدم قابلیت تعویض سریع مموری کارت عدم تعبیه ی پورت .,-1
خیلی عالیه .,2
این لنز فواصل کانونی معادل میلی متر را پوشش می دهد که البته باعث می شود در میلی متر چندان لنز وایدی نباشد و میدان دید محدودی را در بر گیرد .,-1
دوربینش هم اگه بود عالی میشد,0
پردازنده تک هسته ای تقریبا خوب عمل می کنه ولی نه در حدی که همون کار رو پردازنده ای دو هسته ای اپل انجام می ده ولی برنامه هایی که باعث می شن پردازنده ای هسته ایش راه بیفته دیگه جایی رو برای شک باقی نمی زاره که شما بهترین تبلت اندرویدی رو تو دستاتون دارین .,1
یک موضوعی را هم باید در نظر داشت که با این اندازه از سنسور کیفیت مگاپیکسل توجیه ندارد .,-1
باتری گوشی پدفون از یک باتری میلی آمپر ساعتی بهره می برد که در کارکرد عادی ، به راحتی تا یک روز شارژدهی می کند .,1
اما در مورد طراحی داک آن نیز می خواهیم بگوییم .,0
این دوربین از یک لنز با زوم و فوکوس ثابت بهره می برد که نسبت گشودگی دیافراگم آن است .,0
به هر صورت همان طور که گفتیم ، دوربینی است مناسب ماجراجویان ، ورزشکاران یا همه ی کاربرانی که در شرایط مخاطره آمیزی برای وسایل الکترونیکی قصد عکاسی دارند .,0
البته لازم به ذکر است که کیفیت مکالمه با قلم به خوبی کیفیت مکالمه با گوشی نیست ، اما در چنین شرایطی مسلما بسیار کاربردی و رضایت بخش خواهد بود .,1
قابلیت جالبی که در این نوع گیم پد وجود دارد ، هماهنگی آن با تمام دستگاه های مجهز به و سیستم عامل ویندوز است که این موضوع امکان استفاده از آن را روی کامپیوتر امکان پذیر می سازد .,1
در بالای گوشی نیز جک هدفون میلی متری و در پایین آن پورت آن تعبیه شده اند .,0
کاربرانی که به مصرف انرژی اهمیت می دهند حتما خوشحال می شوند که این پرینتر دارای ویژگی به نام است که باعث می شود وقتی پرینتر احساس می کند که مورد استفاده قرار نمی گیرد به صورت خودکار به مود برود .,1
یکی از بهترین تغییراتی که سونی روی این تبلت انجام داده است ، موزیک پلیر آن است که یکی از زیباترین موزیک پلیرهایی است که تا به امروز مشاهده کرده ایم .,2
صفحه نمایش در جلوی این گوشی ، صفحه نمایش بسیار بزرگ اینچی با رزولوشن و روکش ضد خش قرار دارد که کیفیت بی نظیری را ارا ه می دهد .,1
عالیه,2
این مهم با وجود سنسور کوچکتر اتفاق افتاده .,0
من که فروختم و الان کنن خریدم فوق العادست همه چیزش .,2
جمع بندی تا قبل از ورود آیفون به بازار این برای همگان سوال بود که آیا اپل می تواند مانند آیفون گوشی ای تولید نماید که در زمان خود برترین گوشی لقب گیرد یا خیر ؟,0
صفحه نمایش صفحه نمایش اینچی تبلت جدید سامسونگ از نوع می باشد که تصاویر را با دقت پیکسل نمایش می دهد .,0
البته یه مشکل کوچک داره اونم وقتی به شارژ وصله یه کم احساس شوک ایجاد میکنه .,-1
من که از این کوچولوی شگفت انگیز راضی هستم .,2
با این حال از نرم افزار کاملا شگفت زده شدیم به صورتی که با موفقیت توانست یک سند را به فایل متنی تبدیل کند .,1
اما مت سفانه دوربین دوم جهت انجام مکالمات تصویری بر روی این گوشی قرار داده نشده است که البته قابل چشم پوشیست .,0
قابلیت اش واقعا جالبه و با دکمه ای که بالای فبلت هست ، واقعا کاربردی میشه .,2
واحد پردازش گرافیکی نام اختصاصی پردازند ه ی گرافیکی کنسول است که شرکت آن را طراحی کرده است .,0
این گوشی به زودی قابل ارتقا به نسخه چهاره .,0
همچنین دید در زوایای مختلف آن نیز بسیار خوب است .,2
تی ویه خوبیه اما عدم وجود بلوتوث و وای فای و سرعت و کیفیت ساخت پایین تی وی های سامسونگ باعث میشه نظر من بیشتر به سمت اسمارت تی وی های ال جی گرایش پیدا کنه .,-1
دومیش اینه که دوربینش عملا به هیچ دردی نمیخوره .,-1
در مجموع ارزش پولی که بابتش میدید رو داره .,1
در قسمت جلویی این دستگاه ، صفحه نمایش اینچی با دقت وجود داشته که تراکم پیکسلی را ارا ه می دهد .,0
اکنون شاید بتوان را برترین کنسول بازی موجود دانست مخصوصا با وجود اکنون لذت استفاده از بازیهای چند برابر شده است .,1
اولین ضعف این گوشی صدای اسپیکر پشت گوشی می باشد ولی صدای صاف و بدون نویز میباشد .,0
حتی شرکت بزرگ مایکروسافت هم در صفحه آغازین سایت ویندوز فون خود این سایت رو با تصاویری از سری لومیای نوکیا زیباتر کرده و قابل توجه کسانی که اعلام می کنند برای این سیستم عامل نرم افزار نیست باید گفت که فقط نرم افزار در سایت ویندوزفون وجود داره و این گوشی هم از هر لحاظ کامل و بدون نقصه چرا که سیستم عامل ویندوز فون بر عکس اندروید و آی ا اس نیازی به رم خیلی بالا نداره و کاملا روان و راحت کار می کنه .,1
تایپ کردن با کیبرد این تبلت در حالت عمودی با دو دست بسیار راحت است ولی در حالت افقی نیاز به کمی تمرین دارید تا به آن عادت کنید .,1
بهتره چون شرکتهای دیگه سالانه چندین گوشی تولید می کنن و اگه بخوان سالانه یک گوشی تولید کنن مطم ن باشید که گوشیه خیلی خوب از هر نظر تولید می کنن اما بخاطر فروش دیگر محصولات این کار رو نمی کنن,0
با تا باتری پاناسونیک که همراهش بود تا حالا تایی عکس گرفتم .,0
اما شارژدهی پدفون فقط منحصر به باتری گوشی نمی شود ، بلکه داک تبلت آن نیز دارای یک باتری میلی آمپر ساعتیست که با قرار دادن گوشی در داک ، این باتری نیز به باتری گوشی افزوده می شود .,0
کیبورد و تاچ پد دارای یک کیبورد جزیره ای است که با نام کیبورد نیز شناخته شده و سمت راست این کیبورد بخش عددی جداگانه قرار دارد .,0
مثلا پورت روی هارد یه جوریه .,-1
استاندارد نظامی و طبق نظر سازندش داره که چند بارم امتحانش کردم جواب میده همیشه گفت تنها ایراداش نداشتن انعطاف کافی کابلشه که به سوکت هارد فشار میاره که امیدوارم از شرایط گارانتیش باشه و یکی دیگشم اینکه سوکت سمت هارد که نمیدونم چه استانداردی هست اگه بود شاید بهتر بود البته سازندش باید دید علتش از این کار چی بوده,-1
من هفته پیش خریدم .,0
قصد اصلی من برای بازی بود .,0
ولی اینطور که ادعا شده بدنه ی الومینیومی ضد خش داره نیست چون راحت با استفاده ی روزمره اگه مواظب نباشی روش خش میفته .,-1
با سلام خدمت همگی .,0
کافیه که یک طراح چیره دست باشید و بجای حمل مقدار زیادی کاغذ ، ماژیک و لوازم طراحی که معمولا من به شخصه اگه بخوام حملش کنم ، چیزی حدود کیلو گرم میشه ، رو جایگزین کنید با این تبلت .,0
در نهایت می توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست ، جا یکه از یک تبلت با این امکانات و قدرت ، انتظار بیشتری می رفت ولی توسط سامسونگ برآورده نشد .,-1
در مجموع می توان گفت که با توجه به قیمت دستگاه ، از کیفیت ساخت بسیار رضایت بخشی برخوردار است .,2
و از اینکه دیگران به حقوق من احترام می گذارند خرسند می شوم !,0
به طور کلی صفحه نمایش کیفیت بسیار خوبی دارد و مشاهده ویدیوها ، عکس ها و سایر موارد بر روی آن بسیار لذت بخش خواهد بود .,2
همچنین این گوشی در سه مدل ، و گیگابایتی به بازار ارا ه شده است که البته با قابلیت پشتیبانی آن از کارت حافظه ی جانبی ، می توان تا گیگابایت دیگر به آن افزود .,0
من فکر میکنم این نقص ها معمول هستند بین شرکتها برای اینکه تنوع محصولی اینطور ایجاب میکنه و در اینده نزدیک مدل دیگه ای با رفع این نواقص عرضه خواهد شد .,0
در رابطه با آن موضوع اجرای بازی برای مثال در بازی این تفاوت از نظر کیفیت و گرافیک بین این دو محصول احساس می شود .,0
در همان قسمت پشتی ، نمایشگر بزرگ و با کیفیت لمسی این دوربین قرار گرفته است .,1
نمایشگر لمسی امکانات خیلی خوبی را چون یا فوکوس لمسی فراهم می آورد .,1
به نظر من تنها مشکلش واید کم اونه که باید یه لنز واید بخرید اما یه کم گرونه .,-1
خیلی ها بهم گفتن از بین دوربین های کنون و سونی ، کنون رو انتخاب کنم اما امتیازاتی از جمله سرعت فیلم برداری لنز قوی کارل زایس آلمانی ارگونومی و طراحی ، باعث شد که سونی رو به کنون ترجیح بدم . .,1
این درایو نوری از کارایی بالاتر و نویز کمتری نسبت به نسخه قبلی برخوردار است .,1
و یا همزمان با مطالعه ، در اینترنت هم گشت و گذار و جستجو نمایید .,0
شیره همه دروغ میگن !,-1
سلام گوشیه خوبیه ، صفحه ی نمایش رو هم که اینچ کردن ، اما اینکه نمیتونه به حافظه ی ان دسترسی کامل برای نصب بازی یا کپی و . .,0
مطالبی که عرض کردم به سادگی قابل قضاوت است !,0
دوستان توجه کنید معماری پردازشگر هست که ضعیف هست و شخصا تو این گوشی یک بازی با حجم مگ رو با اندکی لگ اجرا کردم .,-1
با توجه به لنز واید میلی متری که بر روی این دوربین ها قرار گرفته ، می توانید مطم ن باشید که در هر کادر می توان میدان دید گسترده ای را ثبت کرد تا بنابراین این دوربین کاملا مناسب عکاسی از منظره هم باشد .,2
این دوربین تقریبا تکمیل شده ی سری می باشد که می توان بهترین مزیت آنرا استفاده همزمان از صفحه ی لمسی و صفحه کلید دانست .,1
این موضوع در هنگام پرینت عکس بسیار قابل مقایسه است .,0
من به علت عدم رشد ویندوزفون و وزن زیاد نوکیا رو خط زدم ، و به علت محدودیتهای از طرف اپل رو نیز کنار گذاشتم .,-1
سیستم عامل سیستم عامل یا همون بی نظیره در حد دیگر رقبا بی نظیره حالا که ورژن این سیستم عامل در این گجت وجود دارد میتوان گفت واقعا ارزشمند است و رقیب ندارد !,2
تمام پک ها دقیقا یک نوع کنسول و با قدرت کاملا یکسانی را دارا هستند .,0
گوشی گلکسی اس پلاس که کد را دارد دارای مشخصات زیر است اندروید . آبنبات ژله ای پردازشگر هسته ای با سرعت گیگاهرتز رم گیگابایتی صفحه نمایش اینچی سوپر آمولد پلاس دوربین مگاپیکسلی با قابلیت ضبط وید ویی حافظه داخلی گیگابایتی مجهز به باتری میلی آمپری جنس بدنه مشابه جنس بدنه گوشی گلکسی اس پلاستیک لعاب کاری شده,0
در کل گوشی های سری و سامسونگ محشرن و قابلیت های فوق العاده ای دارند .,2
این گوشی همانطور که دی جی کالا در نقد خود گفته یکی از باریکترین و سبکترین گوشی های هوشمند است !,1
اما مهم تر از تست های جاوا ، تست های گرافیکی هستند که نتایج جالبی را به ما ارا ه نمودند .,1
تمام چیزایی که داره رو این گوشی داره به جز دکمه شاتر دوربین .,0
واقعا نسبت به قیمتش خیلی ارزش خرید داره .,1
امیدوارم کمک کرده باشم,0
به علاوه طراحی این پردازنده به نحویست که گرمای زیادی تولید نکند .,0
به نظرم فوجی مارکی هست که واقعا ارزش خرید و داره,2
به هر حال اپل مجبور است بهای تصمیم سرسختانه ای که در مقابل گوگل گرفته را بپردازد .,0
این دوربین در ضمن توانایی فیلم برداری با سرعت فریم بر ثانیه را هم دارد که برای دوربینی در این سطح قیمت عالیست .,1
دراین نسخه امکانات وسیعی جهت شخصی سازی قسمت های مختلف سیستم عامل افزوده شده که با این آپدیت نشون میده که هنوز هم یکی از بهترین هاست و گفته هایی مبنی بر اینکه دوره این گوشی گذشته را میتوان غیر قابل قبول دونست .,2
این یعنی امکان ذخیره و نگهداری تا برگ را دارد .,0
فقط می تونم بگم از همش نمره قبولی رو گرفت فقط در اجرای فیلم های اچ دی کمی کند عمل می کنه ولی اگه تنظیمات پلیر رو دست کاری کنین درست میشه !,0
اول از همه باید از دیجی کالا تشکر کنم به خاطر این همه نظم و این همه خلاقیت و سرعت بالا ، کمتر از ساعت برام به بهترین نحو ارسال کردن .,2
از لحاظ ظاهری هم بسیار شیک میباشد و همچنین با نصب یک برنامه که سایت وجود داره کیفیت صدای فوق العاده ای پیدا میکنه,2
هر بازی دیگه که رو داشتم تو اینم اجرا شد,0
بی صداست .,1
من پیشنهادم هست .,0
"توی اجرای ویدیو سنگین انقدر که فکر میکردم خوب نبود عقب گوشی مخصوصا مشکیش خیلی حساسه یعنی جوری که با ناخن خط میوفته بغیر از این دو تا تا حالا معرکه بوده باور کنین قبل خرید با هر چی گوشی بوده کار کردم , , ولی از همشون راحتتر و سریعتر ولی برای کسایی که حوصله سر و کله زدن با رو ندارن توصیه نمیکنم .",0
ضمنا اون دوستانی که میگن روی اسلات دوم سیم کارت رایتل و ایرانسل مشکل داره برن گارانتی اصلی بگیرن .,0
جواب این سوال بر میگرده به چند سال پیش زمانی که کسایی بودن که پول دار بودن و کسایی که وضع متوسطی داشتن .,0
عکس ها و فیلم ها بر روی کارت حافظه ی نوع که این دوربین می تواند تا سقف گیگابایت آن را پشتیبانی کند ضبط می شوند .,0
درضمن ما عاشق دی جی کالا هستیم چون همیشه بهترین ها رو به ما معرفی میکنه .,2
یه گوشیه تمام عیار,2
البته فراموش نکنیم بگوییم که نمایشگر این دوربین با نسبت مقداری وایدتر از نمایشگر دوربین که نسبت را ارا ه می داده است .,0
البته خوب با وجود گرافیک قوی میشه گفت حیفه !,1
حتی در زوم های بالا هم کیفیت عکس ها کاملا حفظ میشن .,1
این گوشی هم یکی دیگر از شاهکارهای سامسونگ است که اندازه ی ان نسبت به هیچ فرقی نکرده .,1
این ها را می توانید در کلید منو رو بزنید و از آن ها استفاده نمایید .,0
فوق العاده است .,2
بالاخره بعد از یک ماه تبلت ما آماده شد دوازدهم شهریور تحویل گارانتی هماهنگ دادم سیزدهم مهر تحویل گرفتم .,0
در کل ، با قیمت پایین تر نسبت به مدل های مشابه ، این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می آید .,2
این جنس پلاستیک ، علاوه بر اینکه مقاومت نسبتا خوبی در برابر ضربه و خش پذیری دارد ، به دلیل اصطکاک زیاد سطح آن ، احساس امنیت خوبی را نیز بابت لیز خوردن از دست به کاربر می دهد .,1
من که ترجیح میدم یا بگیرم,0
همچنین توسط بسیاری از موسسات و نشریات معتبر به عنوان برترین دوربین ورزشی موجود انتخاب و تحسین شده است .,1
در صداهای متوسط ، کیفیت صدای تولید شده بسیار شفاف و دقیق است .,2
تصاویر گرفته شده با دوربین این تبلت کیفیت فوق العاده بالایی دارند .,2
این پردازنده با گیگابایت حافظه ی و پردازشگر گرافیکی مجزا همراه شده .,0
حتی عکس های پانوراما نیز بسیار شارپ بوده و جز یات خیلی دقیقی دارند .,2
انحناهای ایجاد شده روی این کنسول نیز به جلوه ظاهری آن افزوده است .,1
من که این گوشی رو دستم گرفتم خوشم نیومد .,-1
چند سالی است که بازار دوربین های دیجیتال کامپکت تنوع بسیار زیادی را به خود دیده است .,2
من این گوشی رو از زمان ارا ه به ایران خریدم دوربینش از هم بهتره و واقعا رابط کاربری روانی داره و تمامی بازی ها و برنامه های دیتا دار تا گیگ رو ساپورت میکنه و کلا خیلی خوش دست و مقرون به صرفه است ولی مشکلی که داره این است که نه محافظ صفحه داره نه محافظ ژله ای درست ضد خش است ولی حتما روزی خش می افته صداش متوسطه فلاشش همانند اس است و شاید بهتر توصیه میکنم بودجه کمی داشتید حتما بخرید,1
نمی دانیم که آیا منظور سونی برای نام نهادن این چنینی دقیقا همین مضمون ها بوده اند یا خیر .,0
حساسیت های و نیز بهتر است که استفاده نشوند چرا که مشکل نویز و کاسته شدن از کیفیت عکس در آن ها زیاد است .,-1
خریدمش,0
مدل های میانی بیشتر از نسل دوم پردازنده های دو هسته ای و استفاده می کنند .,0
بهترین گوشی حال حاضر دنیاست .,2
یه درست یک سوم این آیفون قیمتشه .,0
نسبت به قیمتش گوشیه خوبیه گوشی اولیم وای بود بعد از اون میخوام اینو بگیرم,1
همانطور که گفتیم ، دوربینی کاملا کوچک ، سبک ، جیبی و خوش ساخت است که از امکاناتی بسیار خوب را ارا ه می دهد .,2
همین .,0
نسبت به قیمت و کارایی بسیار عالیه من پسر عموم خریده خیلی راضیه ازش .,2
ورودی ها و خروجی ها خوشبختانه از نظر پورت ها و اتصالات ، شاهد یک پورت بسیار دوست داشتنی بر روی سری هستیم و آن پورت است .,2
سلام .,0
واقعا هیچ حرفی واسه گفتن در برابر دیگر رقبا مثل گلکسی نوت نداره .,-1
تبلت بسیار خوبیه با اینکه دوربینش ضعیف تره اما کارایی زیادی داره .,1
مت سفانه ما انسانها خیلی زود با تبلیغات گول میخوریم و هنوز کالایی را نخریده در باره ان نظر میدهیم .,-1
جالب اینجاس که رو به هر سیستم دیگه ای وصل کرده بودم شاهد همچین کیفیتی نبودم این کوچولو معلوم نیست تا چه حدی زیاد میشه اصلا حاضر نیست کم بیاره !,1
سر و صدای نسبتا متوسطی هم هنگام کار دارد ولی کیفیتش خوبه,1
مدل های گران تر به خروجی تصویری نیز مجهز هستند که به کمک آن می توانید نوت بوک خود را به متصل کنید .,1
ولی بازم جای امید است که با یک کم دستکاری در تنظیمات گوشی می توانید عکسهای بهتری بگیرید مثلا خود من برای اینکه عکسهای واضح تری داشته باشم را روی قرار دادم و روشنایی عکسها را یک درجه زیاد کردم که اینجوری وضوح عکسها زیادتر شد .,1
بر طبق اعلام این سایت ، فرکانس پردازنده آیفون حداکثر می باشد که به همراه گیگابایت حافظه رم و یک پردازشگر گرافیکی بسیار قدرتمند از نوع و سه هسته ای تولید گشته است .,1
بعداز ماه تحقیق به این نتیجه رسیدم که تارنج تومن این گوشی بهترین انتخابه به دلایل زیر دارای دومین صفحه نمایش از نظر تراکم پیکسل بعد از آیفون .,1
اینبار اپل ترکوند واقعا خیلی گوشیه زیباییه ولی از لحاظ سخت افزاری هنوز یکمی مونده تا به برسه,1
با سلام ، من حدود ماهه این دوربینو خریدم و در این مدت به نقاط قوتی همچون لنز فوق العاده کارل زایس ، زوم بالا ، نویز کم حتی در ایزو ، صفحه نمایش با کیفیت و از همه مهمتر فیلم برداری فوق العاده اون پی بردم و خریدش رو به همه ی عکاسان حرفه ای و آماتور پیشنهاد میکنم .,2
امیدوارم استفاده کرده باشید ، بدرود .,0
به راستی که یه گوشی عالی هستش ازصفحه نمایش اینچی اش گرفته تا سیستم سخت افزاری قوی اش ولی حیف که باطریش خیلی ضعیفه .,0
توجه بازی های همگی بر روی دو لایه می باشند و معمولا بین تا گیگ از فضای دیسک را اشغال کرده اند .,0
معایب !,0
صفحه نمایش صفحه نمایش به کار رفته در این گوشی یک صفحه نمایش اینچی رنگی ولی با رزولوشن می باشد .,0
متاسفانه من معتقدم که آینده گوشی ها مال هست و شرکت همان اشتباه شرکت رو تکرار می کنه و به همان سرنوشت دچار می شود .,0
از نظر رنگ و شفافیت تصویر من مقایسه کردم .,0
حافظه ی از دو بخش اساسی تشکیل شده است حافظه این قسمت وظیفه ی ذخیره ی اطلاعات کلی مورد نیاز برای پردازنده ی گرافیکی را بر عهده دارد .,0
فقط ابعادش کوچیکتره .,0
کارکرد جالب تر آن ، جا یست که از قابلیت لمس شناور آن بهره می برید .,1
اما در مورد دقت لمسی آن ، به نظر ما با وجود بهبودهای رخ داده ، در مقایسه با هنوز در رتبه دوم قرار دارد .,0
فقط اچ پی,0
کیفیت ساخت بالای همیشگی ، آمیخته شده با سخت افزار فوق پیشرفته و نرم افزار بهبود یافته که نتیجه حاصله یک گوشی تقریبا بی نقص است .,2
انتخاب با خودتونه خداحافظ,0
سلام دوستان من این تبلتو امروز خریدم فعلا نظری ندارم فقط از دیجی کالا ممنونم چون خیلی سریع یعنی روزه رسوندش اراک,1
خیلی خفیفه .,1
از برتری های اصلی این تبلت حساب میشه .,1
مطم نا برای یک ورزشکار بهترین راه حمل یک دوربین ، در دست گرفتن آن نیست ، بلکه را به طرق مختلف می توانید به همراه خود داشته باشید .,0
مشکلش اینه که زود شارژش تموم میشه ولی بقیه امکاناتش خیلی عالی هست و قیمتشم مناسبه .,1
من که به شدت به خانواده نکسوس علاقه دارم .,1
به نظر من خریدن ارزشش بیشتره چون سخت افزاره قوی تری داره,1
هرچند که کمینه ی نسبت کانونی آن در حالت واید می باشد ولی در زوم کامل را ارا ه می دهد که لنزی نسبتا کند محسوب می شود .,0
اگر به دنبال بهترین تجربه کاری با سیستم عامل اندروید هستید ، یکی از بهترین انتخاب های شماست .,1
حالا میخوام چندتا از بهترین مزیتاشو واستون بگم از سرعت بسیار عالی برخوردار به دلیل استفاده از موقع عدم انتقال داده هارد به صورت درمیاد که میشه گفت تنها هاردیه که این مزیتو داره به دلیل نرم افزاری که روش نصبه امکان رمزگذاری فراهمه درسته که این هارد ضد ضربه نیست ولی من تا الان بیشتر از تا بار روی زمین سخت افتاده وتا الان هیچ مشکلی براش پیش نیومده بطور کل باید بگم که اگه دنبال یه هارد کامل و خوب میگردید بدون شک همین رو انتخاب کنید,2
در اکتبر به طور انبوه عرضه شد .,1
منم یه هفته ست این تبلت رو از دیجی کالا گرفتم .,0
اسپیکرهای استریوی گلکسی نوت به مراتب صدای با کیفیت تری از اسپیکرهای اینفینیتی دارن .,0
اگر به دنبال فیلم برداری با سرعت بالاتری هستید می توانید رزولوشن را هم انتخاب کنید که بدین ترتیب عمل ضبط ویدیویی با سرعت فریم بر ثانیه انجام می شود تا جز یات در حرکت های سریع خیلی دقیق تر ثبت بشوند .,1
این پیشرفت فقط در ردیف پیکسلی که به آن اضافه شده است نیست .,0
پس اگر شما هم به دنبال یک تلفن همراه دو سیم کارته هوشمند هستید ، را نیز جزو گزینه های خود قرار دهید .,0
همچنین بهره گیری از نسخه فناوری بلوتوث به اشتراک گذاری فایل بین دستگاه های مختلف را با سرعت بالا ممکن می سازد .,1
این مرورگر از هم پشتیبانی می کند و محتوای آن از قبیل ویدیو و گرافیک نیز کاملا عالی اجرا می شود .,2
دوست عزیز این دوربین با امکاناتی که دارد صرفا برای فیلمبرداری ساخته شده است .,0
با این که صفحه نمایش اینچی داشته این بار هم مانند سری به همان رزولوشن اچ دی بسنده کرده است و تنها مزیتی که نسبت به دیگر تبلت ها داشته رم گیگابایتی آن است .,0
طراحی و ساخت اولین بار که این گوشی را دیدیم به واقع متعجب شدیم .,0
پرینتر خوبیه,1
تصاویر در دو طرف عکسهای گرفته شده به صورت کشیده و مورب و اصطلاحا به صورت اتو کشیده هستند .,0
همچنین دقت عکس های گرفته شده پیکسل می باشند .,0
تقریبا کیفیت عکساشون مثل همه با اینکه اون دوربین کنون مگاپیکسله و این یکی مگاپیکسل .,0
در کل با توجه به سنسور مگاپیکسلی و صفحه نمایش اینچی لمسی و لرزشگیر اپتیکال و فیلمبرداری در رده ی دوربین های ارزان قیمت گزینه ایده آلیست و با توجه به ابعاد کوچکش میتونید همیشه یه همراه خوب و با ارزش برای ثبت زیباترین لحظات زندگیتون داشته باشید .,1
سرعت عکاسی پیاپی هم با فریم بر ثانیه تا عکس و عکس خیلی عالیست و بیشتر از دوربین های سطح مبتدی است .,2
این بسیار خوب است هرچند که ترجیح می دادیم به طرفین هم چرخش می کرد .,1
دکمه کنترل صدا و دکمه ی هر کدام در طرفین گوشی قرار دارند .,0
از نقاط ضعف اصلی دوربین این گوشی می توان به فلاش آن اشاره کرد که متاسفانه به صورت خودکار فعال نمی شود و کاربران باید آن را به صورت دستی قبل از شروع عکس برداری فعال کنند .,-1
به همین دلیل نگه داشتن آن حتی با یک دست بسیار راحت و لذت بخش است .,2
سوال کدام منطقه بهتر و خرید کدام یک به صرفه تر است ؟,0
ولی مس له بیشتر کیفیت نمایشگر است که کیفیت خیلی خوبی نیست .,-1
اولین گوشی با اندروید لوبیا ژله ای .,1
به همراه این دوربین یک باتری لیتیوم یونی نیز همراه شده که در قسمت پشت دوربین وارد می شود .,0
همانطور که گفتیم ، مدل سال دوربین سال پیش می باشد .,0
کیبوردش واقعا عالیه .,2
ضخامت دستگاه تنها میلی متر است که نسبت به مدل قبلی درصد باریک تر شده است .,1
یک ترابایت فضا بدون نیاز به آداپتور حداکثر سرعت انتقال داده پنج گیگابیت در ثانیه مگابایت در ثانیه دقت کنید که اکثر هارد اکسترنال های موجود در بازار حداکثر سرعت حدود مگابیت دارند که معادل مگابایت در ثانیه است .,0
به یاد داشته باشیم قرار است فقط برنامه های تولید شده بر روی روی این گوشی نصب شود .,0
اگه درایور وبکم رو نصب کنین از کیفیت اچ دی وبکم لذت خواهید برد . .,1
دیگر نیازی نیست که شما یک کاربر حرفه ای اینترنت باشید تا بتوانید سطح بالایی از امنیت را در رایانه خود ایجاد نمایید ، می توانید این کار را به پاندا بسپارید .,0
"سلام دوستان , من از این دوربین استفاده کردم و فوق العاده هست .",2
